number_of_elements,capacity,max_weight,min_weight,mean_weight,median_weight,std_weight,weight_range,max_profit,min_profit,mean_profit,median_profit,std_profit,profit_range,renting_ratio,mean_weight_profit_ratio,median_weight_profit_ratio,capacity_mean_weight_ratio,capacity_median_weight_ratio,capacity_std_weight_ratio,std_weight_profit_ratio,weight_profit_correlation,solution_time,ram,cpu_cores,peak_memory,optimality_gap
229,95535830.8,99629318.8,66489.5,49504895.17,50818271.8,29287088.92,99562829.3,99773756.3,203466.5,51540031.55,55720352.6,28203165.36,99570289.8,0.008094,0.960513,0.912024,1.929826,1.87995,3.262046,1.038433,0.016456,0.038730145,32,32,202080,0
1290,2485.3,9984.1,2.3,4992.678682,5017.9,2894.101835,9981.8,9995.5,6.4,4906.13969,4789.6,2911.709472,9989.1,0.000393,1.017639,1.047666,0.497789,0.495287,0.858747,0.993953,0.02385,0.041820526,32,32,202080,0
1462,32415014.5,99965560.8,96558.8,49978862.26,49899928.9,28777123.22,99869002,99943453.1,164780.6,49821930.36,51050089.1,28898535.16,99778672.5,0.000445,1.00315,0.97747,0.648574,0.6496,1.126416,0.995799,0.012279,0.042287111,32,32,202080,0
122,22396655.1,99824914.7,1570443.8,49170203.72,48266337.75,28373343.55,98254470.9,99959554.7,678324.4,48911850.69,46262590.55,30715041.93,99281230.3,0.003753,1.005282,1.043312,0.455492,0.464022,0.789356,0.923761,0.005789,0.031402588,32,32,202080,0
1223,63910922.6,99929461.4,6097.4,49811186.69,49689451.1,29263352.24,99923364,99985251.3,9703.5,50374733.76,50551203.8,29166055.43,99975547.8,0.001037,0.988813,0.982953,1.283064,1.286207,2.183992,1.003336,0.01344,0.048054457,32,32,204128,0
1231,38271164.6,99983488.5,78337.5,50320945.12,49959538.1,28697282.81,99905151,99974934.4,7125.3,49453336.26,49768028.1,28761454.47,99967809.1,0.000629,1.017544,1.003848,0.760541,0.766043,1.333616,0.997769,0.02481,0.045127392,32,32,204128,0
1200,1161027.589,605749.6259,0.745134,142409.9929,72620.65289,171676.324,605748.8808,631601.7699,2.224278,142183.2603,71091.18346,170977.8186,631599.5456,0.006805,1.001595,1.021514,8.152712,15.987567,6.762887,1.004085,0.981569,0.09499836,32,32,204128,0
187,11849963.3,99821386.2,216345.3,50602849.41,50147571.1,29520709.65,99605040.9,99916363.7,119947.7,51804314.74,52378798.9,29206652.01,99796416,0.001223,0.976808,0.957402,0.234176,0.236302,0.401412,1.010753,0.064678,0.029765844,32,32,204128,0
514,64346894.3,99826466.9,19053,48915850.82,49133082.3,28651147.07,99807413.9,99939930.8,44700.5,51429640.06,53109915.1,28871227.39,99895230.3,0.002434,0.951122,0.925121,1.315461,1.309645,2.245875,0.992377,-0.067679,0.041537046,32,32,204128,0
600,961935.7648,625193.408,2.096019,135910.4063,62247.88225,167990.3374,625191.312,655091.3797,3.304387,136174.4712,61565.57473,170496.6864,655088.0753,0.011773,0.998061,1.011083,7.07772,15.453309,5.726137,0.9853,0.98139,0.064148188,32,32,204128,0
235,27141.7,9885.1,24.6,4868.11617,4932.4,2765.531785,9860.5,9979.7,14.2,4698.364681,4747.8,3026.790211,9965.5,0.024582,1.03613,1.038881,5.575401,5.502737,9.814279,0.913685,-0.097157,0.039720535,32,32,204128,0
800,11659080125,6435157008,0.825631,3455479089,4640563971,2303229938,6435157008,7008221118,4.197545,3523841731,4728117307,2349432358,7008221114,0.004136,0.9806,0.981482,3.374085,2.512427,5.062057,0.980335,0.961546,0.038985491,32,32,204128,0
440,5717997.1,99790147.8,356976.4,47765036.01,46650614.25,30350040.21,99433171.4,98662509,411732,47579010.23,46829808.4,27768157.93,98250777,0.000273,1.00391,0.996174,0.119711,0.122571,0.188402,1.09298,-0.02638,0.026299477,32,32,204128,0
1383,50400708.3,99966650.5,23553.4,51022668.53,51742690.1,28344113.17,99943097.1,99985929,49412.6,49813861.59,49647509.9,28276518.17,99936516.4,0.000732,1.024266,1.042201,0.98781,0.974064,1.778172,1.00239,-0.039774,0.051081896,32,32,204128,0
1000,10208196781,6442753636,5.026909,1095837932,315142108.6,1569404165,6442753631,6343046335,13.639226,1084509203,311160530.4,1545769415,6343046322,0.009413,1.010446,1.012796,9.315426,32.39236,6.504505,1.01529,0.984997,0.118733406,32,32,204128,0
1369,54374.2,9998.5,14.2,4962.085026,4931.9,2863.62279,9984.3,9985.7,3.8,5059.469028,5090.4,2855.698499,9981.9,0.00785,0.980752,0.968863,10.957934,11.025001,18.987906,1.002775,-0.048651,0.053833723,32,32,204128,0
970,30595145.4,99969890,42128.3,49961661.89,51033946.95,28525635.57,99927761.7,99975700.9,11599.5,50496119.99,51838699.15,28705656.21,99964101.4,0.000625,0.989416,0.984476,0.612372,0.599506,1.072549,0.993729,0.014742,0.041129589,32,32,202076,0
95,55840796.8,99905289.2,761117.6,52046654.58,56850792.8,30330840.87,99144171.6,99449415.6,1448992.8,50502096.17,52894362,29835520.6,98000422.8,0.011639,1.030584,1.074799,1.072899,0.982234,1.841057,1.016602,0.059906,0.025149822,32,32,202076,0
400,105014112.9,56120382.87,0.752086,5137604.42,107488.4944,11776357.39,56120382.11,55951826.98,3.060044,5170958.184,107120.8268,11969876.85,55951823.92,0.050771,0.99355,1.003432,20.440288,976.980034,8.917368,0.983833,0.987392,0.09077239,32,32,202076,0
400,6854837514,6013171417,1.851173,998335844.9,229798796.9,1541414370,6013171415,6215883645,1.002647,1002042116,203765605.7,1552432664,6215883644,0.017102,0.996301,1.12776,6.866264,29.829736,4.447109,0.992903,0.986342,0.060719252,32,32,200024,0
800,89650180.81,65941559.67,1.070952,45059032.7,49455060.37,15822903.87,65941558.6,67291953.9,1.958196,45108532.24,49269442.47,15821165.06,67291951.94,0.002484,0.998903,1.003767,1.989616,1.812761,5.665849,1.00011,0.897325,0.035153866,128,32,180224,0
600,934362.2352,717903.622,3.048906,139029.8794,105197.4299,148074.8048,717900.5731,714344.9861,0.955763,138362.2531,104954.9576,146088.0132,714344.0304,0.011255,1.004825,1.00231,6.720586,8.881987,6.310069,1.0136,0.976401,0.08019352,128,32,180224,0
1200,110636799.4,76635244.46,1.884656,53767985.48,58816900.35,18775972.63,76635242.57,83219720.04,0.967189,53860153.74,59006539.02,18802840.6,83219719.07,0.001712,0.998289,0.996786,2.057671,1.881038,5.892467,0.998571,0.901891,0.045202971,128,32,184320,0
600,9964547306,6522409384,2.1279,998657990.7,215229756,1543541770,6522409382,6172506871,1.780414,1006962066,224846592.1,1560595763,6172506869,0.016493,0.991753,0.957229,9.977938,46.297257,6.455638,0.989072,0.985219,0.036967039,128,32,188416,0
1000,11265331034,6424680856,0.855127,1358207574,609520956.7,1711947875,6424680855,6217117650,0.923471,1362985913,618784910.1,1714205405,6217117649,0.008265,0.996494,0.985029,8.294263,18.48227,6.580417,0.998683,0.982736,0.072660446,128,32,188416,0
1200,115774889.2,64420175.66,0.828784,35113858.65,47324351.65,23355032.54,64420174.83,67557421.02,0.930894,35051714.24,47401312.95,23309084.86,67557420.09,0.002752,1.001773,0.998376,3.297128,2.446413,4.957171,1.001971,0.96904,0.069753885,128,32,190464,0
800,1077112.67,654960.5928,0.972739,399742.9365,484786.7054,205031.59,654959.62,654160.0424,0.924165,403596.9876,488306.4171,206246.6918,654159.1183,0.003336,0.990451,0.992792,2.694513,2.221828,5.253399,0.994109,0.95103,0.049560785,128,32,192512,0
800,1081154.432,616470.9122,1.923329,135611.9544,61313.64546,169565.2878,616468.9888,662748.068,3.975647,135630.1194,60713.56527,170337.3934,662744.0923,0.009964,0.999866,1.009884,7.972412,17.633178,6.376036,0.995467,0.978834,0.075331211,128,32,192512,0
800,919192.538,680370.6938,1.905513,400962.1288,484115.0202,205374.5734,680368.7883,651715.5567,2.127751,399399.9497,483070.5603,204592.2192,651713.429,0.002877,1.003911,1.002162,2.292467,1.898707,4.475688,1.003824,0.952654,0.039288759,128,32,194560,0
1200,109573165.1,62632470.8,0.982783,16384237.86,7887104.411,17560450.99,62632469.82,62380773.75,0.971905,16302962.62,8146231.786,17497639.79,62380772.78,0.005601,1.004985,0.968191,6.687718,13.892699,6.239769,1.00359,0.982212,0.064558029,128,32,194560,0
800,1069510.566,635936.0724,1.187448,96368.24025,24671.99617,149287.1867,635934.8849,605313.0382,4.613203,96844.83259,24801.0379,149419.9736,605308.425,0.013804,0.995079,0.994797,11.098164,43.34917,7.164115,0.999111,0.984823,0.062406301,128,32,194560,0
400,10105770407,6067533769,1.060192,948948456.5,244125590.3,1473717476,6067533768,6063460253,1.823754,943401067.8,242329074.1,1483133937,6063460251,0.02678,1.00588,1.007414,10.649441,41.395785,6.857332,0.993651,0.980625,0.108813286,128,32,194560,0
800,99481619.15,65190895.92,3.399571,45157966.37,49443022.85,15827647.33,65190892.52,62088372.43,0.994006,44810136.65,49203499.2,15674835.63,62088371.44,0.002775,1.007762,1.004868,2.202969,2.012046,6.285307,1.009749,0.90514,0.820020199,128,32,208840,0
800,1081201.097,611310.066,0.945226,154822.0538,69877.24537,172992.5584,611309.1208,633060.8306,0.995061,155054.1264,69261.14644,172496.9532,633059.8355,0.008716,0.998503,1.008895,6.983508,15.472864,6.249986,1.002873,0.981936,0.069753647,128,32,186432,0
600,110385870.3,64488038.89,1.068424,44820298.13,48737241.16,15679752.22,64488037.82,63904229.65,0.799336,45164189.34,49791096.6,15712145.58,63904228.85,0.004074,0.992386,0.978834,2.462854,2.264918,7.040026,0.997938,0.911963,0.033990622,128,32,186432,0
1200,11016863069,6353200410,2.408344,887284723.7,149645450.1,1502605025,6353200407,6082586450,1.842017,893056088.7,150272417.8,1504417681,6082586449,0.01028,0.993538,0.995828,12.416379,73.619766,7.331842,0.998795,0.988387,0.112485647,128,32,191596,0
400,95211896.03,67150947.59,1.943758,35097660.05,47045317.53,23385610.01,67150945.65,64815168.81,6.503986,34804846.94,46410653.31,23194591.31,64815162.31,0.006839,1.008413,1.013675,2.71277,2.023834,4.071388,1.008235,0.965371,0.040391445,128,32,190380,0
800,842749.147,620401.0483,0.930513,90279.13282,15939.51096,150826.0194,620400.1178,617359.6098,1.170928,90533.2937,16668.8838,150132.4134,617358.4389,0.011636,0.997193,0.956243,9.334927,52.871707,5.587558,1.00462,0.984142,0.095635414,128,32,191384,0
600,1003361.873,640563.0518,0.937753,54027.07461,1139.899021,123520.9556,640562.1141,589998.6379,5.02186,52607.44117,1163.574602,120444.9206,589993.6161,0.031788,1.026985,0.979653,18.571464,880.219962,8.123009,1.025539,0.989531,0.078339815,128,32,191384,0
800,1149561.663,692035.2443,0.962467,398061.8184,479353.2251,204607.2308,692034.2818,662863.997,2.80247,400263.2261,485250.7055,205105.4991,662861.1946,0.00359,0.9945,0.987847,2.887897,2.398152,5.618382,0.997571,0.946591,0.042202473,128,32,182544,0
800,11346140647,6051581921,0.943814,895645306.8,158481279.7,1480099225,6051581920,6054755457,0.954386,896721276.2,157829313.5,1485723255,6054755456,0.015816,0.9988,1.004131,12.668118,71.592939,7.665797,0.996215,0.986898,0.074669361,128,32,181992,0
800,7688517232,6460014105,1.939592,780429775.7,81452885.66,1443706446,6460014103,5726778188,0.931864,762081922.8,78951897.98,1387086306,5726778187,0.012611,1.024076,1.031677,9.851645,94.392202,5.325541,1.040819,0.986412,0.074881554,128,32,186088,0
1000,1127505.367,632255.8971,1.053821,69873.17154,5413.587714,136305.6054,632254.8433,611498.1697,0.842297,69405.19515,5363.51081,134409.7168,611497.3274,0.016245,1.006743,1.009337,16.136456,208.273224,8.271893,1.014105,0.984358,0.060755491,128,32,181128,0
1200,100072027.5,66391478.13,1.072334,40105950.6,48697999.57,20537870.08,66391477.06,63647847.28,0.849531,39864821.8,48259282.41,20399845.15,63647846.43,0.002092,1.006049,1.009091,2.495192,2.054952,4.872561,1.006766,0.952853,0.043573141,128,32,178336,0
1000,845797.238,648258.4728,0.865161,68905.09375,5323.692472,133727.4499,648257.6076,648319.9639,0.85985,70037.77711,5467.726654,135812.2416,648319.1041,0.012076,0.983828,0.973657,12.274814,158.874173,6.324784,0.984649,0.986995,0.124017239,128,32,177472,0
600,1209439.387,637230.5139,1.785216,96318.29053,24833.12208,150479.4582,637228.7287,601516.6064,0.881646,96773.12413,24545.33839,150631.2301,601515.7248,0.020829,0.9953,1.011725,12.556695,48.702672,8.037239,0.998992,0.983652,0.082479,128,32,177472,0
800,929548.3706,591842.864,17.787598,68477.28441,4449.294028,134825.6007,591825.0764,592202.61,3.070464,68651.12418,4279.008474,134704.9788,592199.5396,0.016925,0.997468,1.039796,13.574551,208.920419,6.89445,1.000895,0.986764,0.085156918,128,32,179520,0
600,1058935.171,639792.8028,5.179829,407131.8664,491994.2815,207763.9921,639787.623,657749.3128,0.877124,405854.6077,491619.5943,207662.1588,657748.4357,0.004349,1.003147,1.000762,2.600964,2.152332,5.096818,1.00049,0.958183,0.045518398,128,32,175728,0
600,110666120.1,66910786.89,2.178338,45036259.71,49236718.28,15719285.22,66910784.71,62818803.03,1.734803,45144621.67,49714195.85,15754665.63,62818801.29,0.004086,0.9976,0.990396,2.457267,2.247634,7.04015,0.997754,0.91321,0.090041876,128,32,175728,0
800,945786.1703,592734.03,5.488284,100890.2383,22699.38886,153938.7275,592728.5418,623035.6349,0.933616,100259.0367,23318.35893,152734.5642,623034.7013,0.011792,1.006296,0.973456,9.374407,41.665711,6.143913,1.007884,0.986774,0.066412926,128,32,177776,0
1200,1078203.807,650940.3393,0.990222,136448.4477,61780.88942,170469.4881,650939.349,622626.7121,0.836956,136830.0726,60719.25991,171437.7845,622625.8751,0.006567,0.997211,1.017484,7.901913,17.45206,6.324908,0.994352,0.983589,0.098975658,128,32,183076,0
800,971894.3623,611276.7615,0.990111,61541.00467,2343.939877,130111.2201,611275.7714,634500.2236,0.967011,61419.90475,2258.718825,129499.5589,634499.2566,0.01978,1.001972,1.03773,15.792631,414.641336,7.46972,1.004723,0.98751,0.068959951,128,32,175320,0
400,8787310417,6091314247,1.463051,539824622.2,10330876.88,1260952427,6091314245,5962087251,0.944202,526040055.3,10896734.23,1217605535,5962087250,0.041762,1.026204,0.948071,16.278084,850.587082,6.968788,1.0356,0.987171,0.062353611,128,32,175320,0
1200,1073690.82,660465.1095,1.944549,398226.7098,479559.2098,204020.9185,660463.165,650545.2976,0.883993,398987.3247,481820.6439,204104.7828,650544.4136,0.002243,0.998094,0.995306,2.69618,2.238912,5.262651,0.999589,0.954984,0.055099487,128,32,172520,0
1000,8828727726,6060188513,1.698076,594586761.8,21141226.69,1251005934,6060188511,6691593392,0.814634,610225238.8,20931424.11,1298118706,6691593391,0.014468,0.974373,1.010023,14.84851,417.607164,7.057303,0.963707,0.987382,0.093458414,128,32,173960,0
1000,10840463438,6449028158,1.012827,770841965.3,77556671.7,1419614554,6449028157,6405627991,1.845291,757304649.9,81467225.95,1383991863,6405627989,0.014315,1.017876,0.951998,14.063146,139.774738,7.636202,1.025739,0.98503,0.124807596,128,32,173960,0
600,913571.13,614821.1363,1.690811,60308.58453,2300.123,129602.6017,614819.4455,602558.1601,1.796894,60428.74521,2249.68498,129581.6745,602556.3632,0.025197,0.998012,1.02242,15.148277,397.183598,7.049018,1.000161,0.991201,0.056886435,128,32,173008,0
600,1048157.82,621192.2956,2.795256,76350.99782,7770.135494,140569.304,621189.5004,663511.3874,0.861039,76679.96565,7877.788319,141907.3687,663510.5264,0.022782,0.99571,0.986335,13.728148,134.895694,7.45652,0.990571,0.984972,0.064638853,128,32,173008,0
1000,10652126934,5886902231,2.332668,613612792.1,21290039.98,1304806219,5886902228,5989998182,0.93998,611883526.7,21238007.03,1298541460,5989998181,0.017409,1.002826,1.00245,17.359689,500.333816,8.163762,1.004824,0.987166,0.093384266,128,32,170848,0
1000,958715.5036,644073.7623,0.907902,351361.5683,475866.2575,233861.874,644072.8544,636062.7534,0.914766,350078.2126,469696.9254,233064.4394,636061.8386,0.002739,1.003666,1.013135,2.728572,2.014674,4.099495,1.003422,0.968642,0.043756723,128,32,169212,0
600,957228.1263,627177.3051,8.065158,448932.6094,491380.882,157046.7754,627169.24,647485.759,4.625846,451121.4857,492287.255,157469.8458,647481.1331,0.003536,0.995148,0.998159,2.132231,1.948037,6.095178,0.997313,0.904373,0.028539658,128,32,169212,0
1000,9388664296,6389348404,0.784338,3995668637,4845628120,2046056507,6389348403,6659974636,1.04056,3987159289,4851979267,2044094582,6659974634,0.002355,1.002134,0.998691,2.34971,1.937554,4.588663,1.00096,0.953298,0.044932604,128,32,169212,0
400,10273727509,6107252770,4.305206,1362940696,616653778.8,1700453199,6107252766,6289454744,0.982939,1347359219,633318627,1663323589,6289454743,0.019063,1.011564,0.973686,7.537912,16.660447,6.041758,1.022323,0.980763,0.085781097,128,32,169212,0
1000,11069303974,6359712058,3.248993,879730739.5,150805264.2,1489986148,6359712055,6362019336,1.128522,891936568.3,149481587.1,1509617246,6362019335,0.01241,0.986315,1.008855,12.582605,73.40131,7.429132,0.986996,0.985175,0.08515358,128,32,171832,0
1000,102114021.6,60989568.02,1.893109,6955820.634,423633.9916,13686468.62,60989566.13,60951032.52,1.004315,6962752.662,407347.6015,13718518.69,60951031.52,0.014666,0.999004,1.039982,14.68037,241.043032,7.460947,0.997664,0.986834,0.09733367,128,32,172556,0
600,10101880024,6385444200,1.010094,1751196604,1163509771,1741604918,6385444199,5931078819,17.180045,1737285582,1157224504,1719122673,5931078802,0.009691,1.008007,1.005431,5.768558,8.682248,5.800328,1.013078,0.981175,0.046815634,128,32,164016,0
600,10335534780,7323604477,4.752842,1677365230,1167154315,1642561903,7323604472,7527477281,1.053037,1666558754,1194438450,1633301610,7527477280,0.010336,1.006484,0.977157,6.161768,8.855328,6.292326,1.00567,0.978141,0.082824945,128,32,162952,0
800,103229736.2,63801689.82,0.914618,13629890.47,6086466.714,17071276.55,63801688.91,62314756.03,0.963221,13704158.55,6264010.416,17015768.75,62314755.07,0.009416,0.994581,0.971657,7.573776,16.960536,6.046984,1.003262,0.984622,0.072104454,128,32,169096,0
600,933286.2297,582976.0299,0.969117,67323.00396,12736.03528,128546.7535,582975.0607,648498.1794,0.930021,67824.30025,12569.82596,130552.9769,648497.2494,0.022934,0.992609,1.013223,13.862813,73.279181,7.260286,0.984633,0.98575,0.08062768,128,32,173192,0
600,9373277388,7659952513,2.307593,4777297689,5777293481,2446057352,7659952511,7762149308,1.03622,4786884136,5786864496,2456244935,7762149307,0.003264,0.997997,0.998346,1.962046,1.622434,3.831994,0.995852,0.947499,0.032996893,128,32,173192,0
400,104827964.7,61405570.25,4.385285,15538587.25,6880279.498,17404389.64,61405565.86,63634143.22,11.152158,15477567.16,7173840.023,17403734.92,63634132.07,0.016932,1.003942,0.959079,6.7463,15.236004,6.023076,1.000038,0.979264,0.040019989,128,32,173192,0
400,1054655.378,718278.9608,2.815329,146669.5447,111263.1308,164341.2075,718276.1454,711809.8433,0.961968,147300.471,111617.4668,164454.1732,711808.8813,0.0179,0.995717,0.996825,7.190691,9.47893,6.417474,0.999313,0.980672,0.07982254,128,32,171144,0
1200,93789662.89,59513684.51,1.080526,6867370.636,421088.6793,13439637.66,59513683.43,61911193.98,1.052929,6935001.443,424676.3347,13630027.55,61911192.93,0.01127,0.990248,0.991552,13.657289,222.731381,6.978586,0.986032,0.98823,0.088871956,128,32,164244,0
600,801394.7373,659810.4124,1.022947,349510.1074,468167.6926,233180.8091,659809.3894,652119.8931,0.749622,349987.6428,473900.6912,232840.7687,652119.1435,0.003816,0.998636,0.987903,2.292909,1.711769,3.436795,1.00146,0.965302,0.039883375,128,32,161444,0
400,10842759395,6400506069,1.978233,4051272133,4899788195,2072985093,6400506067,6657915378,2.192418,4012725885,4846357410,2058209970,6657915376,0.006755,1.009606,1.011025,2.676384,2.212904,5.230505,1.007179,0.950331,0.043323994,128,32,161444,0
1200,111060694.1,64819688.53,0.90085,15503906,6967980.949,17292128.45,64819687.63,65286298.56,1.999093,15459501.15,6919433.66,17212001.16,65286296.56,0.005987,1.002872,1.007016,7.163401,15.93872,6.422616,1.004655,0.981862,0.103554726,128,32,164344,0
1000,10062414677,6051455485,0.986627,694182908.2,42939310.72,1370651298,6051455484,6143893032,0.978317,693818277.2,42225950.82,1367949518,6143893031,0.014503,1.000526,1.016894,14.495336,234.340387,7.341338,1.001975,0.98751,0.106783867,128,32,167648,0
1200,1020538.276,720115.0882,0.904162,234739.7496,177907.0621,194254.0866,720114.1841,795087.6359,1.051558,235988.3594,180810.1097,196750.0329,795086.5844,0.003604,0.994709,0.983944,4.347531,5.736356,5.253626,0.987314,0.975043,0.097970724,128,32,166448,0
1200,10605923900,6385524717,1.010483,1093062207,320308017.7,1567412051,6385524716,6444439115,0.879825,1081703976,313103649.3,1542682893,6444439114,0.008171,1.0105,1.02301,9.702946,33.11164,6.766519,1.01603,0.984798,0.090228558,128,32,167912,0
400,97584128.85,59788632.21,0.850934,5330379.636,97896.33728,12488958.36,59788631.36,60743792.67,0.917669,5241970.676,95910.88734,12262255.19,60743791.75,0.04654,1.016866,1.020701,18.307163,996.810826,7.813632,1.018488,0.982877,0.065667152,128,32,166904,0
600,10871180840,6006703851,1.089828,1808682348,1212090793,1703233409,6006703850,6154063910,3.054768,1816797011,1249901703,1733817312,6154063907,0.009973,0.995534,0.969749,6.010553,8.968949,6.382672,0.98236,0.974509,0.042910099,128,32,158664,0
800,97065480.65,61029666.48,0.731295,5399318.32,204769.2443,12241161.03,61029665.75,60161830.35,1.090793,5485931.57,207151.3608,12398092.9,60161829.26,0.022117,0.984212,0.988501,17.977358,474.023728,7.929434,0.987342,0.9842,0.079620838,128,32,157664,0
1000,108619104.2,61138155.71,2.05863,6181512.252,226509.5283,13221924.37,61138153.66,61816217.2,1.066567,6137818.692,222909.3631,13051351.6,61816216.13,0.017697,1.007119,1.016151,17.571607,479.534371,8.215075,1.013069,0.988574,0.078500271,128,32,161576,0
1287,10190156.9,99963976.7,108982,50290969.1,51800559.9,29005970.85,99854994.7,99587880.3,23465.7,50162649.44,50246581.6,29073668.28,99564414.6,0.000158,1.002558,1.030927,0.202624,0.196719,0.351312,0.997672,-0.003464,0.031828403,128,32,162984,0
800,89650180.81,65941559.67,1.070952,45059032.7,49455060.37,15822903.87,65941558.6,67291953.9,1.958196,45108532.24,49269442.47,15821165.06,67291951.94,0.002484,0.998903,1.003767,1.989616,1.812761,5.665849,1.00011,0.897325,0.036496162,128,8,178176,0
600,934362.2352,717903.622,3.048906,139029.8794,105197.4299,148074.8048,717900.5731,714344.9861,0.955763,138362.2531,104954.9576,146088.0132,714344.0304,0.011255,1.004825,1.00231,6.720586,8.881987,6.310069,1.0136,0.976401,0.082452536,128,8,178176,0
1200,110636799.4,76635244.46,1.884656,53767985.48,58816900.35,18775972.63,76635242.57,83219720.04,0.967189,53860153.74,59006539.02,18802840.6,83219719.07,0.001712,0.998289,0.996786,2.057671,1.881038,5.892467,0.998571,0.901891,0.045819521,128,8,182144,0
600,9964547306,6522409384,2.1279,998657990.7,215229756,1543541770,6522409382,6172506871,1.780414,1006962066,224846592.1,1560595763,6172506869,0.016493,0.991753,0.957229,9.977938,46.297257,6.455638,0.989072,0.985219,0.030349493,128,8,186240,0
1000,11265331034,6424680856,0.855127,1358207574,609520956.7,1711947875,6424680855,6217117650,0.923471,1362985913,618784910.1,1714205405,6217117649,0.008265,0.996494,0.985029,8.294263,18.48227,6.580417,0.998683,0.982736,0.082701445,128,8,186240,0
1200,115774889.2,64420175.66,0.828784,35113858.65,47324351.65,23355032.54,64420174.83,67557421.02,0.930894,35051714.24,47401312.95,23309084.86,67557420.09,0.002752,1.001773,0.998376,3.297128,2.446413,4.957171,1.001971,0.96904,0.089761972,128,8,190336,0
800,1077112.67,654960.5928,0.972739,399742.9365,484786.7054,205031.59,654959.62,654160.0424,0.924165,403596.9876,488306.4171,206246.6918,654159.1183,0.003336,0.990451,0.992792,2.694513,2.221828,5.253399,0.994109,0.95103,0.048339367,128,8,192380,0
800,1081154.432,616470.9122,1.923329,135611.9544,61313.64546,169565.2878,616468.9888,662748.068,3.975647,135630.1194,60713.56527,170337.3934,662744.0923,0.009964,0.999866,1.009884,7.972412,17.633178,6.376036,0.995467,0.978834,0.065066338,128,8,192380,0
800,919192.538,680370.6938,1.905513,400962.1288,484115.0202,205374.5734,680368.7883,651715.5567,2.127751,399399.9497,483070.5603,204592.2192,651713.429,0.002877,1.003911,1.002162,2.292467,1.898707,4.475688,1.003824,0.952654,0.057120323,128,8,192380,0
1200,109573165.1,62632470.8,0.982783,16384237.86,7887104.411,17560450.99,62632469.82,62380773.75,0.971905,16302962.62,8146231.786,17497639.79,62380772.78,0.005601,1.004985,0.968191,6.687718,13.892699,6.239769,1.00359,0.982212,0.074158192,128,8,192380,0
800,1069510.566,635936.0724,1.187448,96368.24025,24671.99617,149287.1867,635934.8849,605313.0382,4.613203,96844.83259,24801.0379,149419.9736,605308.425,0.013804,0.995079,0.994797,11.098164,43.34917,7.164115,0.999111,0.984823,0.073863983,128,8,187708,0
400,10105770407,6067533769,1.060192,948948456.5,244125590.3,1473717476,6067533768,6063460253,1.823754,943401067.8,242329074.1,1483133937,6063460251,0.02678,1.00588,1.007414,10.649441,41.395785,6.857332,0.993651,0.980625,0.13136363,128,8,187708,0
800,99481619.15,65190895.92,3.399571,45157966.37,49443022.85,15827647.33,65190892.52,62088372.43,0.994006,44810136.65,49203499.2,15674835.63,62088371.44,0.002775,1.007762,1.004868,2.202969,2.012046,6.285307,1.009749,0.90514,0.81228137,128,8,199612,0
800,1081201.097,611310.066,0.945226,154822.0538,69877.24537,172992.5584,611309.1208,633060.8306,0.995061,155054.1264,69261.14644,172496.9532,633059.8355,0.008716,0.998503,1.008895,6.983508,15.472864,6.249986,1.002873,0.981936,0.069360018,128,8,183816,0
600,110385870.3,64488038.89,1.068424,44820298.13,48737241.16,15679752.22,64488037.82,63904229.65,0.799336,45164189.34,49791096.6,15712145.58,63904228.85,0.004074,0.992386,0.978834,2.462854,2.264918,7.040026,0.997938,0.911963,0.035282135,128,8,183816,0
1200,11016863069,6353200410,2.408344,887284723.7,149645450.1,1502605025,6353200407,6082586450,1.842017,893056088.7,150272417.8,1504417681,6082586449,0.01028,0.993538,0.995828,12.416379,73.619766,7.331842,0.998795,0.988387,0.108942509,128,8,183816,0
400,95211896.03,67150947.59,1.943758,35097660.05,47045317.53,23385610.01,67150945.65,64815168.81,6.503986,34804846.94,46410653.31,23194591.31,64815162.31,0.006839,1.008413,1.013675,2.71277,2.023834,4.071388,1.008235,0.965371,0.025918245,128,8,182752,0
800,842749.147,620401.0483,0.930513,90279.13282,15939.51096,150826.0194,620400.1178,617359.6098,1.170928,90533.2937,16668.8838,150132.4134,617358.4389,0.011636,0.997193,0.956243,9.334927,52.871707,5.587558,1.00462,0.984142,0.088623047,128,8,186848,0
600,1003361.873,640563.0518,0.937753,54027.07461,1139.899021,123520.9556,640562.1141,589998.6379,5.02186,52607.44117,1163.574602,120444.9206,589993.6161,0.031788,1.026985,0.979653,18.571464,880.219962,8.123009,1.025539,0.989531,0.10212326,128,8,186848,0
800,1149561.663,692035.2443,0.962467,398061.8184,479353.2251,204607.2308,692034.2818,662863.997,2.80247,400263.2261,485250.7055,205105.4991,662861.1946,0.00359,0.9945,0.987847,2.887897,2.398152,5.618382,0.997571,0.946591,0.054915667,128,8,176012,0
800,11346140647,6051581921,0.943814,895645306.8,158481279.7,1480099225,6051581920,6054755457,0.954386,896721276.2,157829313.5,1485723255,6054755456,0.015816,0.9988,1.004131,12.668118,71.592939,7.665797,0.996215,0.986898,0.093441963,128,8,178060,0
800,7688517232,6460014105,1.939592,780429775.7,81452885.66,1443706446,6460014103,5726778188,0.931864,762081922.8,78951897.98,1387086306,5726778187,0.012611,1.024076,1.031677,9.851645,94.392202,5.325541,1.040819,0.986412,0.091190815,128,8,178060,0
